date,AverageTemp,AverageTempUncertainty
4/1/2009,27.598,0.185
5/1/2009,27.612,0.215
6/1/2009,27.515,0.181
7/1/2009,27.296,0.281
8/1/2009,27.902,0.24
9/1/2009,27.415,0.199
10/1/2009,26.968,0.115
11/1/2009,26.829,0.278
12/1/2009,25.789,0.121
1/1/2010,25.588,0.2
2/1/2010,26.578,0.25
3/1/2010,27.515,0.297
4/1/2010,28.155,0.115
5/1/2010,29.03,0.098
6/1/2010,28.468,0.157
7/1/2010,27.658,0.193
8/1/2010,27.489,0.19
9/1/2010,27.603,0.146
10/1/2010,27.124,0.116
11/1/2010,26.84,0.169
12/1/2010,26.23,0.205
1/1/2011,25.303,0.249
2/1/2011,25.77,0.271
3/1/2011,26.367,0.159
4/1/2011,26.988,0.18
5/1/2011,27.839,0.168
6/1/2011,27.492,0.23
7/1/2011,27.225,0.228
8/1/2011,27.276,0.177
9/1/2011,27.226,0.163
10/1/2011,26.975,0.158
11/1/2011,26.922,0.228
12/1/2011,26.048,0.236
1/1/2012,25.954,0.304
2/1/2012,26.237,0.245
3/1/2012,27.015,0.157
4/1/2012,27.819,0.231
5/1/2012,28.156,0.276
6/1/2012,27.831,0.173
7/1/2012,27.231,0.304
8/1/2012,27.586,0.382
9/1/2012,27.328,0.265
10/1/2012,26.862,0.298
11/1/2012,27.144,0.295
12/1/2012,26.624,0.487
1/1/2013,25.58,0.284
2/1/2013,26.481,0.166
3/1/2013,27.502,0.415
4/1/2013,28.489,0.391
5/1/2013,28.673,0.313
6/1/2013,28.169,0.466
7/1/2013,27.372,0.441
8/1/2013,27.068,0.41
